SEQENCE ID                     TM SP PREDICTION
GLOROS_000505-T1                0  0 o
GLOROS_000506-T1                0  0 o
GLOROS_000507-T1                0  0 o
GLOROS_000508-T1                0  Y n13-24c28/29o
GLOROS_000509-T1                0  0 o
GLOROS_000510-T1                1  0 o1941-1960i
GLOROS_000511-T1                1  Y n3-13c31/32o47-74i
GLOROS_000512-T1                0  Y n3-16c28/29o
GLOROS_000513-T1                1  0 o205-229i
GLOROS_000514-T1                0  Y n5-12c16/17o
GLOROS_000514-T2                0  Y n5-12c16/17o
GLOROS_000515-T1                0  0 o
GLOROS_000516-T1                0  0 o
GLOROS_000516-T2                0  0 o
GLOROS_000517-T1                0  0 o
GLOROS_000517-T2                0  0 o
GLOROS_000518-T1                0  0 o
GLOROS_000519-T1                0  0 o
GLOROS_000520-T1                1  Y n20-31c36/37o746-771i
GLOROS_000521-T1                0  0 o
GLOROS_000522-T1                0  Y n5-16c24/25o
GLOROS_000523-T1                0  0 o
GLOROS_000524-T1                1  0 i20-46o
GLOROS_000525-T1                0  0 o
GLOROS_000526-T1                0  Y n13-21c26/27o
GLOROS_000527-T1                0  0 o
GLOROS_000528-T1                0  Y n8-18c23/24o
GLOROS_000529-T1                0  0 o
GLOROS_000530-T1                0  0 o
GLOROS_000531-T1                0  0 o
GLOROS_000531-T2                0  0 o
GLOROS_000532-T1                0  0 o
GLOROS_000533-T1                5  0 o24-43i80-102o122-142i154-173o193-214i
GLOROS_000534-T1                4  0 i7-27o47-67i79-99o111-132i
GLOROS_000535-T1                7  0 o6-24i31-51o80-98i110-129o141-162i183-207o219-243i
GLOROS_000536-T1                1  0 o337-359i
GLOROS_000537-T1                0  0 o
GLOROS_000538-T1                0  0 o
GLOROS_000539-T1                0  0 o
GLOROS_000539-T2                0  0 o
GLOROS_000539-T3                0  0 o
GLOROS_000539-T4                0  0 o
GLOROS_000539-T5                0  0 i
GLOROS_000540-T1                0  0 o
GLOROS_000541-T1                0  Y n7-18c25/26o
GLOROS_000542-T1                0  Y n6-16c24/25o
GLOROS_000543-T1                0  Y n6-16c22/23o
GLOROS_000544-T1                0  Y n9-20c28/29o
GLOROS_000545-T1                1  0 i17-40o
GLOROS_000546-T1                0  0 o
GLOROS_000547-T1                1  0 o6-31i
GLOROS_000547-T2                1  0 o6-31i
GLOROS_000547-T3                1  0 o6-31i
GLOROS_000547-T4                1  0 o6-31i
GLOROS_000548-T1                0  Y n7-19c24/25o
GLOROS_000549-T1                0  0 o
GLOROS_000549-T2                0  0 o
GLOROS_000550-T1                0  0 o
GLOROS_000550-T2                0  0 o
GLOROS_000551-T1                0  0 o
GLOROS_000552-T1                0  0 o
GLOROS_000552-T2                0  0 o
GLOROS_000552-T3                0  0 o
GLOROS_000552-T4                0  0 o
GLOROS_000553-T1                0  0 o
GLOROS_000553-T2                0  0 o
GLOROS_000554-T1                0  Y n11-23c33/34o
GLOROS_000555-T1                0  0 i
GLOROS_000556-T1                0  0 o
GLOROS_000556-T2                0  0 o
GLOROS_000557-T1                7  0 i20-45o113-134i146-164o170-187i624-644o656-673i685-706o
GLOROS_000557-T2                7  0 i20-45o113-134i146-164o170-187i625-645o657-674i686-707o
GLOROS_000558-T1                0  Y n4-22c26/27o
GLOROS_000559-T1                0  0 o
GLOROS_000559-T2                0  0 o
GLOROS_000560-T1                0  0 o
GLOROS_000561-T1                0  0 o
GLOROS_000562-T1                0  0 o
GLOROS_000563-T1                0  0 o
GLOROS_000563-T2                0  0 o
GLOROS_000564-T1                5  0 o68-87i123-146o158-178i187-205o211-235i
GLOROS_000564-T2                5  0 o49-68i104-127o139-159i168-186o192-216i
GLOROS_000565-T1                0  0 o
GLOROS_000566-T1                1  0 o117-134i
GLOROS_000567-T1                7  0 o37-56i63-84o122-141i223-242o274-294i306-330o350-370i
GLOROS_000568-T1                0  0 o
GLOROS_000568-T2                0  0 o
GLOROS_000569-T1                0  0 i
GLOROS_000570-T1                0  0 o
GLOROS_000571-T1                0  0 o
GLOROS_000572-T1                9  0 i80-100o106-127i169-188o208-224i282-305o325-344i364-384o390-409i430-452o
GLOROS_000573-T1               14  0 i71-90o102-126i138-159o171-192i401-423o435-456i463-485o540-565i586-606o626-643i650-670o676-695i707-728o734-751i
GLOROS_000574-T1                1  0 o132-155i
GLOROS_000575-T1                0  Y n11-18c23/24o
GLOROS_000575-T2                0  Y n11-18c23/24o
GLOROS_000575-T3                0  Y n11-18c23/24o
GLOROS_000576-T1                0  0 o
GLOROS_000577-T1                0  0 o
GLOROS_000578-T1                0  0 o
GLOROS_000579-T1                0  0 o
GLOROS_000580-T1               11  0 i12-40o99-126i147-176o188-221i233-255o267-300i321-343o349-382i403-433o445-473i494-516o
GLOROS_000581-T1                9  0 o6-29i62-90o102-135i155-176o182-200i271-298o329-350i357-383o403-425i
GLOROS_000582-T1                0  0 o
GLOROS_000583-T1                0  0 i
GLOROS_000584-T1                0  0 i
GLOROS_000585-T1                0  0 i
GLOROS_000586-T1                0  0 i
GLOROS_000587-T1                0  0 i
GLOROS_000588-T1                0  0 i
GLOROS_000589-T1                0  0 i
GLOROS_000590-T1                0  0 i
GLOROS_000591-T1                0  0 i
GLOROS_000592-T1                0  0 i
GLOROS_000593-T1                0  0 i
GLOROS_000594-T1                0  0 i
GLOROS_000595-T1                0  0 o
GLOROS_000596-T1                0  0 o
GLOROS_000596-T2                0  0 o
GLOROS_000597-T1                0  0 o
GLOROS_000598-T1                0  0 o
GLOROS_000599-T1                0  0 o
GLOROS_000599-T2                0  0 o
GLOROS_000600-T1                0  0 o
GLOROS_000601-T1                6  0 o24-43i64-85o91-109i121-142o162-179i191-212o
GLOROS_000602-T1                2  Y n2-13c18/19o49-67i133-159o
GLOROS_000603-T1                0  0 o
GLOROS_000603-T2                0  0 o
GLOROS_000604-T1                0  Y n15-26c34/35o
GLOROS_000605-T1                0  0 o
GLOROS_000606-T1                0  0 o
GLOROS_000607-T1                0  0 o
GLOROS_000607-T2                0  0 o
GLOROS_000607-T3                0  0 o
GLOROS_000607-T4                0  0 o
GLOROS_000608-T1                0  0 o
GLOROS_000609-T1                1  0 o583-605i
GLOROS_000610-T1                0  0 o
GLOROS_000611-T1                0  0 o
GLOROS_000611-T2                0  0 o
GLOROS_000612-T1                0  0 o
GLOROS_000613-T1                0  0 o
GLOROS_000614-T1                0  0 o
GLOROS_000615-T1                0  0 o
GLOROS_000616-T1                0  0 o
GLOROS_000616-T2                0  0 o
GLOROS_000617-T1                0  0 o
GLOROS_000618-T1                0  0 o
GLOROS_000619-T1                0  0 o
GLOROS_000620-T1                3  0 o41-64i76-98o104-125i
GLOROS_000621-T1                2  Y n2-13c21/22o566-585i597-624o
GLOROS_000621-T2                2  Y n2-13c21/22o322-341i353-372o
GLOROS_000622-T1                0  0 o
GLOROS_000622-T2                0  0 o
GLOROS_000622-T3                0  0 o
GLOROS_000623-T1                0  0 o
GLOROS_000624-T1                0  0 o
GLOROS_000625-T1                0  0 o
GLOROS_000625-T2                0  0 o
GLOROS_000626-T1                0  Y n2-13c18/19o
GLOROS_000626-T2                0  Y n2-13c18/19o
GLOROS_000627-T1                0  0 o
GLOROS_000628-T1                0  0 o
GLOROS_000629-T1                0  0 o
GLOROS_000630-T1                0  0 o
GLOROS_000631-T1                0  0 o
GLOROS_000632-T1                0  0 o
GLOROS_000633-T1                1  0 i87-108o
GLOROS_000634-T1                0  0 o
GLOROS_000635-T1                0  0 o
GLOROS_000635-T2                0  0 o
GLOROS_000636-T1                0  0 o
GLOROS_000636-T2                0  0 o
GLOROS_000636-T3                0  0 o
GLOROS_000637-T1                0  0 o
GLOROS_000638-T1                0  0 o
GLOROS_000639-T1                0  0 o
GLOROS_000640-T1                0  0 o
GLOROS_000641-T1                0  0 i
GLOROS_000642-T1                0  0 o
GLOROS_000643-T1                0  0 o
GLOROS_000644-T1                2  0 o531-556i568-590o
GLOROS_000645-T1                0  0 o
GLOROS_000646-T1                3  0 i57-73o79-97i109-132o
GLOROS_000647-T1                0  0 o
GLOROS_000648-T1                0  0 o
GLOROS_000649-T1                0  0 o
GLOROS_000650-T1                0  0 o
GLOROS_000651-T1                0  0 o
GLOROS_000652-T1                0  0 o
GLOROS_000653-T1                0  0 o
GLOROS_000654-T1                0  0 o
GLOROS_000654-T2                0  0 o
GLOROS_000655-T1                0  0 o
GLOROS_000656-T1                0  0 o
GLOROS_000657-T1                0  0 o
GLOROS_000658-T1                8  0 i141-159o165-187i199-218o238-259i271-292o304-322i353-372o378-400i
GLOROS_000659-T1                0  0 o
GLOROS_000659-T2                0  0 o
GLOROS_000660-T1                0  0 o
GLOROS_000661-T1                0  0 o
GLOROS_000662-T1                1  0 o150-175i
GLOROS_000662-T2                0  0 o
GLOROS_000663-T1                0  0 o
GLOROS_000664-T1                0  0 o
GLOROS_000664-T2                0  0 o
GLOROS_000665-T1                0  0 o
GLOROS_000666-T1                0  0 o
GLOROS_000667-T1                0  0 o
GLOROS_000668-T1                2  0 i108-130o136-155i
GLOROS_000669-T1                0  0 o
GLOROS_000670-T1                0  0 o
GLOROS_000671-T1                1  0 o536-555i
GLOROS_000672-T1                1  0 i87-108o
GLOROS_000673-T1                0  Y n5-16c22/23o
GLOROS_000674-T1                0  0 o
GLOROS_000675-T1                0  0 o
GLOROS_000676-T1                0  0 i
GLOROS_000677-T1                0  0 o
GLOROS_000678-T1                0  0 o
GLOROS_000679-T1                0  0 o
GLOROS_000680-T1                0  Y n6-16c23/24o
GLOROS_000681-T1                0  0 o
GLOROS_000682-T1                0  0 o
GLOROS_000683-T1                1  0 o31-52i
GLOROS_000684-T1                0  0 o
GLOROS_000685-T1                0  0 o
GLOROS_000686-T1                0  0 o
GLOROS_000686-T2                0  0 o
GLOROS_000687-T1                0  0 o
GLOROS_000688-T1                0  0 o
GLOROS_000689-T1                0  0 o
GLOROS_000690-T1                0  0 o
GLOROS_000690-T2                0  0 o
GLOROS_000691-T1                0  0 o
GLOROS_000692-T1                1  0 o71-86i
GLOROS_000693-T1                0  0 o
GLOROS_000694-T1                0  0 o
GLOROS_000695-T1                0  0 o
GLOROS_000696-T1                0  Y n3-13c18/19o
GLOROS_000697-T1                0  0 o
GLOROS_000698-T1                0  0 o
GLOROS_000699-T1                5  Y n4-15c20/21o30-47i68-85o91-108i162-181o187-204i
GLOROS_000699-T2                4  0 i34-51o57-77i131-150o156-173i
GLOROS_000700-T1                0  0 o
GLOROS_000701-T1                0  0 o
GLOROS_000702-T1                0  Y n2-11c19/20o
GLOROS_000703-T1                0  0 o
GLOROS_000704-T1                0  Y n38-48c60/61o
GLOROS_000704-T2                0  Y n2-12c24/25o
GLOROS_000705-T1                3  0 i47-64o70-91i145-161o
GLOROS_000706-T1                0  0 o
GLOROS_000707-T1                0  0 o
GLOROS_000707-T2                0  0 o
GLOROS_000707-T3                0  0 o
GLOROS_000707-T4                0  0 o
GLOROS_000708-T1                0  0 i
GLOROS_000709-T1                0  0 o
GLOROS_000710-T1                0  0 o
GLOROS_000711-T1                0  0 o
GLOROS_000712-T1                1  0 o1020-1040i
GLOROS_000712-T2                0  0 o
GLOROS_000712-T3                1  0 o59-79i
GLOROS_000712-T4                1  0 o59-79i
GLOROS_000713-T1                0  0 i
GLOROS_000714-T1                1  0 o761-782i
GLOROS_000714-T2                0  0 o
GLOROS_000714-T3                0  0 o
GLOROS_000715-T1                0  0 o
GLOROS_000716-T1                0  0 o
GLOROS_000717-T1                1  0 o165-184i
GLOROS_000717-T2                1  0 o169-187i
GLOROS_000718-T1                0  0 o
GLOROS_000719-T1                0  0 o
GLOROS_000720-T1                2  0 i164-186o326-354i
GLOROS_000720-T2                3  0 o321-343i406-425o486-514i
GLOROS_000720-T3                3  0 o321-343i406-425o486-514i
GLOROS_000721-T1                2  0 o22-43i161-181o
GLOROS_000721-T2                2  0 o22-43i161-181o
GLOROS_000722-T1                0  0 o
GLOROS_000723-T1                0  0 o
GLOROS_000724-T1                0  0 o
GLOROS_000725-T1                0  0 o
GLOROS_000726-T1                0  0 o
GLOROS_000727-T1                0  0 o
GLOROS_000728-T1                0  0 o
GLOROS_000729-T1                0  0 o
GLOROS_000730-T1                1  0 i12-30o
GLOROS_000731-T1                0  0 o
GLOROS_000732-T1                0  0 o
GLOROS_000733-T1                0  0 o
GLOROS_000734-T1                0  0 o
GLOROS_000734-T2                0  0 o
GLOROS_000735-T1                0  0 o
GLOROS_000736-T1                0  0 o
GLOROS_000737-T1                0  0 o
GLOROS_000738-T1                1  0 o6-30i
GLOROS_000739-T1                0  0 o
GLOROS_000739-T2                0  0 o
GLOROS_000740-T1                0  0 o
GLOROS_000741-T1                0  0 o
GLOROS_000741-T2                0  0 o
GLOROS_000741-T3                0  0 o
GLOROS_000742-T1                1  0 i473-492o
GLOROS_000743-T1                0  0 i
GLOROS_000744-T1                0  Y n3-11c17/18o
GLOROS_000745-T1                0  0 o
GLOROS_000745-T2                0  0 o
GLOROS_000746-T1                0  0 o
GLOROS_000746-T2                0  0 o
GLOROS_000747-T1                0  0 o
GLOROS_000748-T1                0  0 o
GLOROS_000748-T2                0  0 o
GLOROS_000749-T1                0  0 o
GLOROS_000750-T1                0  0 o
GLOROS_000751-T1                0  0 o
GLOROS_000751-T2                0  0 o
GLOROS_000752-T1                0  0 o
GLOROS_000753-T1                0  0 o
GLOROS_000754-T1                0  0 o
GLOROS_000755-T1                0  0 o
GLOROS_000756-T1                0  0 o
GLOROS_000757-T1                0  0 o
GLOROS_000758-T1                0  0 o
GLOROS_000758-T2                0  0 o
GLOROS_000758-T3                0  0 o
GLOROS_000759-T1                0  0 o
GLOROS_000760-T1                0  0 o
GLOROS_000761-T1                0  0 o
GLOROS_000762-T1                0  0 o
GLOROS_000763-T1                2  0 o794-814i961-979o
GLOROS_000764-T1                0  0 i
GLOROS_000765-T1                1  Y n13-25c30/31o292-316i
GLOROS_000766-T1                2  0 i137-160o180-207i
GLOROS_000767-T1                3  0 o24-45i140-162o168-187i
GLOROS_000768-T1                0  0 o
GLOROS_000769-T1                0  0 o
GLOROS_000769-T2                0  0 o
GLOROS_000770-T1                0  0 o
GLOROS_000771-T1                0  0 o
GLOROS_000772-T1                0  Y n16-27c35/36o
GLOROS_000773-T1                1  0 i123-143o
GLOROS_000773-T2                0  0 o
GLOROS_000774-T1                0  0 o
GLOROS_000775-T1                7  0 o52-80i92-113o138-161i173-191o228-252i358-377o397-416i
GLOROS_000775-T2                7  0 o52-80i92-113o138-161i173-191o228-252i358-377o397-416i
GLOROS_000776-T1                0  0 o
GLOROS_000776-T2                0  0 o
GLOROS_000777-T1                0  0 o
GLOROS_000777-T2                0  0 o
GLOROS_000777-T3                0  Y n3-16c20/21o
GLOROS_000778-T1                0  0 o
GLOROS_000779-T1                4  0 i30-49o105-127i205-226o300-324i
GLOROS_000779-T2                3  0 o26-48i126-147o221-245i
GLOROS_000780-T1                0  0 o
GLOROS_000781-T1                0  0 o
GLOROS_000781-T2                0  0 o
GLOROS_000782-T1                0  Y n2-13c31/32o
GLOROS_000782-T2                0  Y n2-13c31/32o
GLOROS_000783-T1                7  0 o34-57i69-94o106-136i156-177o245-263i314-341o347-373i
GLOROS_000784-T1                1  0 i7-29o
GLOROS_000785-T1                0  Y n11-22c27/28o
GLOROS_000786-T1                0  0 o
GLOROS_000787-T1                0  0 o
