#gene	DOGBOX_motif	SUBBOX_motif	SPRYSEC(Y/N)	Secreted(Y/n)	annotation	GH_domain	duplication_type	up_J2_v_14dpi	up_J2_v_egg	Up_14_vs_J2	 Up_14_vs_EGG	up_male_vs_dpi14	upregulated_LOG2_FDR:p<0.001
GPALN_001153	3	-	-	YES	GPALN_001153-T1 ---NA---	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_001281	-	-	-	YES	GPALN_001281-T1 venom allergen-like protein	-	WGD/segmental	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_001284	-	-	-	YES	GPALN_001284-T1 Ancylostoma secreted protein	-	proximal	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_001315	-	-	-	YES	GPALN_001315-T1 Ancylostoma secreted protein	-	dispersed	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_001641	3	-	-	YES	GPALN_001641-T1 ---NA---	-	singleton	-	-	-	-	-	-
GPALN_001729	3	-	-	YES	GPALN_001729-T2 Protein CBG15947	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP
GPALN_001738	3	-	-	YES	GPALN_001738-T1 ---NA---	-	dispersed	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_001745	4	-	-	YES	GPALN_001745-T1 ---NA---	-	singleton	-	-	-	-	-	-
GPALN_002294	7	-	-	YES	GPALN_002294-T1 BTB/POZ domain-containing protein 3 isoform X1	-	tandem	-	-	-	-	-	-
GPALN_002346	2	-	-	YES	GPALN_002346-T1 glutathione synthase	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP
GPALN_002349	3	-	-	YES	GPALN_002349-T1 Putative carbonic anhydrase 5	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_dpi21_Gp_dpi21_UP; dpi14_vs_Gp_dpi7_Gp_dpi14_UP; dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_dpi7_Gp_dpi21_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_dpi7_Gp_dpi28_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_dpi7_Gp_dpi35_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP
GPALN_002377	1	-	-	YES	GPALN_002377-T1 Glutathione synthetase	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_002379	1	-	-	YES	GPALN_002379-T1 GNAT family N-acetyltransferase	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_002466	-	-	-	YES	GPALN_002466-T1 esophageal gland-localized secretory protein 11	-	singleton	-	-	-	-	-	-
GPALN_002494	-	-	-	YES	GPALN_002494-T1 AF473826_1gland-specific protein g4e02	-	dispersed	-	-	-	-	-	-
GPALN_003077	3	-	-	YES	GPALN_003077-T1 ---NA---	-	proximal	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_003222	6	-	-	YES	GPALN_003222-T1 ---NA---	-	tandem	-	-	-	-	-	dpi14_vs_Gp_dpi35_Gp_dpi35_UP; dpi21_vs_Gp_dpi35_Gp_dpi35_UP; dpi35_vs_Gp_dpi7_Gp_dpi35_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP
GPALN_003326	4	-	-	YES	GPALN_003326-T1 1106 effector family protein variant 1106_3E10	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003368	3	-	-	YES	GPALN_003368-T1 Fatty-acid amide hydrolase 2	-	dispersed	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_003369	3	-	-	YES	GPALN_003369-T1 Glutathione synthetase	-	dispersed	-	-	-	-	-	dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP; J2_vs_Gp_MALE_Gp_J2_UP
GPALN_003846	-	-	-	YES	GPALN_003846-T1 Glutathione synthetase	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003860	3	-	-	YES	GPALN_003860-T1 putative effector protein	-	dispersed	-	-	-	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003876	3	-	-	YES	GPALN_003876-T1 glutathione synthetase isoform X1	-	WGD/segmental	-	-	-	-	-	J2_vs_Gp_MALE_Gp_J2_UP
GPALN_003882	-	-	-	YES	GPALN_003882-T1 Glutathione synthetase	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003891	2	-	-	YES	GPALN_003891-T1 Glutathione synthetase	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003905	-	-	-	YES	GPALN_003905-T1 RING/U-box superfamily protein	-	WGD/segmental	-	-	-	-	-	dpi21_vs_Gp_J2_Gp_J2_UP; dpi28_vs_Gp_J2_Gp_J2_UP; dpi35_vs_Gp_J2_Gp_J2_UP
GPALN_003908	2	-	-	YES	GPALN_003908-T1 Glutathione synthetase	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003910	1	-	-	YES	GPALN_003910-T1 Glutathione synthetase	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003911	1	-	-	YES	GPALN_003911-T1 Glutathione synthetase	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003912	2	-	-	YES	GPALN_003912-T1 putative effector protein	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003913	2	-	-	YES	GPALN_003913-T1 putative effector protein	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003925	5	-	-	YES	GPALN_003925-T1 putative effector protein	-	WGD/segmental	-	-	-	-	-	-
GPALN_003942	2	-	-	YES	GPALN_003942-T1 putative effector protein	-	WGD/segmental	-	-	-	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003943	1	-	-	YES	GPALN_003943-T1 putative effector protein	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003946	1	-	-	YES	GPALN_003946-T1 putative effector protein	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_003949	2	-	-	YES	GPALN_003949-T1 beta-fructofuranosidase	CAZy:GH32; 	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003953	5	-	-	YES	GPALN_003953-T1 beta-fructofuranosidase	CAZy:GH32; 	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003954	3	-	-	YES	GPALN_003954-T1 glycosyl transferase	CAZy:GT4; 	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003955	2	-	-	YES	GPALN_003955-T1 glycoside hydrolase family 32 protein	CAZy:GH32; 	tandem	-	-	-	-	up_male_vs_dpi14	dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003977	3	-	-	YES	GPALN_003977-T1 AIG2-like family protein	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_003990	-	-	-	YES	GPALN_003990-T1 expansin B3	-	dispersed	-	-	-	-	-	dpi14_vs_Gp_EGG_Gp_EGG_UP; dpi21_vs_Gp_EGG_Gp_EGG_UP; dpi21_vs_Gp_J2_Gp_J2_UP; dpi28_vs_Gp_EGG_Gp_EGG_UP; dpi28_vs_Gp_J2_Gp_J2_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_EGG_Gp_EGG_UP; dpi35_vs_Gp_J2_Gp_J2_UP; dpi7_vs_Gp_EGG_Gp_EGG_UP
GPALN_004007	-	-	-	YES	GPALN_004007-T1 putative effector protein	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_004008	1	-	-	YES	GPALN_004008-T1 putative effector protein	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
